"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Wilderness_Area","Soil_Type","Class"
3142,122,25,192,35,834,252,212,72,601,"Comanche Peak","7757","Lodgepole Pine"
2987,50,14,255,87,420,226,208,113,1422,"Rawah","7745","Spruce-Fir"
3045,127,5,0,0,1597,229,237,142,2930,"Rawah","7202","Spruce-Fir"
3097,76,9,42,2,5132,231,224,126,2134,"Rawah","7202","Spruce-Fir"
2590,56,7,210,74,1634,225,226,135,1905,"Comanche Peak","4704","Lodgepole Pine"
3300,28,14,390,76,3836,214,210,129,1470,"Rawah","8776","Spruce-Fir"
3433,59,6,474,104,1209,224,228,139,3947,"Neota","8703","Spruce-Fir"
3089,197,18,671,273,1601,213,252,168,469,"Comanche Peak","4758","Lodgepole Pine"
3020,8,10,981,222,2839,208,220,149,1095,"Comanche Peak","7790","Lodgepole Pine"
2941,229,22,540,55,1443,181,254,203,1706,"Comanche Peak","7757","Lodgepole Pine"
3063,297,8,67,14,175,196,238,181,503,"Neota","7201","Spruce-Fir"
3147,350,7,792,75,1753,208,229,159,2784,"Comanche Peak","7756","Spruce-Fir"
3227,164,13,283,34,4046,231,244,141,2028,"Comanche Peak","7757","Spruce-Fir"
3266,256,10,582,32,570,197,246,187,684,"Comanche Peak","7756","Spruce-Fir"
3188,243,24,323,43,2742,166,251,216,706,"Comanche Peak","7756","Lodgepole Pine"
3175,265,6,480,134,1024,205,243,176,1290,"Comanche Peak","7756","Lodgepole Pine"
3012,306,2,404,81,2866,213,238,162,1401,"Comanche Peak","7756","Lodgepole Pine"
2828,127,12,108,21,1262,240,232,120,3102,"Comanche Peak","7755","Lodgepole Pine"
3195,18,4,256,16,5543,217,231,152,2897,"Rawah","7202","Lodgepole Pine"
3023,302,15,153,28,2423,177,232,194,1410,"Comanche Peak","7755","Lodgepole Pine"
3056,275,16,454,127,6063,174,242,206,1600,"Rawah","7745","Spruce-Fir"
2805,161,10,0,0,1350,230,243,143,2223,"Comanche Peak","7102","Spruce-Fir"
3085,234,15,127,17,2818,194,252,193,433,"Comanche Peak","7202","Spruce-Fir"
2958,9,16,268,75,3960,201,208,142,2552,"Rawah","7746","Lodgepole Pine"
2811,4,7,691,81,2966,211,226,153,1588,"Comanche Peak","7756","Lodgepole Pine"
2814,256,23,30,10,2070,161,247,220,1387,"Comanche Peak","7202","Lodgepole Pine"
2742,301,28,150,83,2349,130,214,219,2078,"Comanche Peak","7700","Lodgepole Pine"
3244,198,3,323,53,3511,218,242,160,3224,"Rawah","8776","Spruce-Fir"
3297,260,14,616,114,741,184,247,201,365,"Neota","7757","Spruce-Fir"
3295,96,9,437,4,1616,234,228,125,3182,"Neota","7756","Lodgepole Pine"
2942,278,2,618,36,5643,214,239,162,1936,"Rawah","7745","Lodgepole Pine"
3096,142,8,60,1,1516,232,238,139,566,"Comanche Peak","7756","Lodgepole Pine"
2717,239,13,0,0,2249,195,251,193,313,"Comanche Peak","4758","Spruce-Fir"
2916,113,8,90,-2,3869,234,232,129,6308,"Rawah","3502","Lodgepole Pine"
2903,64,13,330,24,534,232,212,110,1832,"Comanche Peak","7756","Spruce-Fir"
2840,192,7,182,24,3073,220,246,161,2642,"Rawah","4744","Lodgepole Pine"
3232,142,27,793,351,1158,247,222,85,2704,"Rawah","7745","Spruce-Fir"
2936,297,11,509,16,5396,190,237,186,2076,"Rawah","7101","Lodgepole Pine"
3216,288,19,190,12,4087,164,235,210,1758,"Comanche Peak","7201","Spruce-Fir"
2941,307,2,60,0,5460,213,237,163,2173,"Rawah","7202","Spruce-Fir"
3071,204,11,60,7,1224,214,250,170,1146,"Rawah","7201","Lodgepole Pine"
3111,10,7,85,4,3791,213,227,151,1530,"Rawah","7202","Spruce-Fir"
2981,14,2,390,49,1961,217,235,155,841,"Comanche Peak","7101","Spruce-Fir"
2938,49,15,691,140,2770,225,207,112,503,"Comanche Peak","7755","Spruce-Fir"
3021,8,5,180,30,2892,214,230,153,6112,"Rawah","7745","Spruce-Fir"
3024,354,17,914,252,979,191,209,155,1423,"Comanche Peak","7700","Spruce-Fir"
2631,52,23,60,24,1340,225,185,83,830,"Comanche Peak","7757","Lodgepole Pine"
3297,132,22,90,16,845,249,223,91,1201,"Neota","7700","Lodgepole Pine"
3172,280,15,255,37,210,178,241,202,2542,"Comanche Peak","7755","Lodgepole Pine"
2729,76,34,95,37,1510,239,157,21,1437,"Comanche Peak","7757","Lodgepole Pine"
3153,74,12,162,21,443,235,216,111,5426,"Neota","7202","Spruce-Fir"
2899,312,17,825,180,256,173,226,192,1524,"Comanche Peak","4703","Lodgepole Pine"
2908,61,15,420,53,716,231,207,105,949,"Comanche Peak","7756","Lodgepole Pine"
2945,139,15,30,0,4290,242,234,117,5397,"Rawah","7745","Lodgepole Pine"
2578,6,11,175,15,1172,206,218,149,2497,"Comanche Peak","4704","Lodgepole Pine"
3110,51,6,277,29,1645,223,227,139,3034,"Comanche Peak","7756","Spruce-Fir"
3116,8,14,457,25,1638,202,211,144,3520,"Comanche Peak","7755","Spruce-Fir"
3025,42,11,424,16,1075,222,216,128,1826,"Comanche Peak","7756","Spruce-Fir"
2977,13,23,283,57,2723,191,187,126,1358,"Comanche Peak","7757","Lodgepole Pine"
2907,176,11,124,18,2431,226,246,152,2640,"Comanche Peak","7702","Lodgepole Pine"
3115,337,10,638,99,1463,199,227,167,2255,"Comanche Peak","7756","Spruce-Fir"
3180,334,11,90,13,1310,194,225,170,153,"Comanche Peak","7202","Spruce-Fir"
3189,197,11,313,54,331,217,249,165,2724,"Comanche Peak","4758","Lodgepole Pine"
2696,99,21,120,6,2674,249,205,74,6638,"Rawah","7745","Lodgepole Pine"
2935,90,7,124,2,1215,231,229,132,2300,"Rawah","7202","Lodgepole Pine"
2853,306,16,120,32,2040,173,229,195,1084,"Comanche Peak","7202","Spruce-Fir"
2792,327,26,240,131,1205,147,199,187,1337,"Comanche Peak","7700","Lodgepole Pine"
2952,52,8,30,5,1841,225,223,133,2576,"Comanche Peak","7202","Spruce-Fir"
2768,73,5,309,36,1463,226,230,139,2396,"Rawah","4744","Lodgepole Pine"
2959,139,9,642,46,4085,234,238,135,4554,"Rawah","4744","Lodgepole Pine"
2742,292,13,30,11,2382,182,237,195,228,"Comanche Peak","7757","Lodgepole Pine"
3354,290,18,1082,271,3819,168,235,206,2447,"Comanche Peak","7709","Lodgepole Pine"
2595,48,11,30,5,1500,224,216,124,1956,"Comanche Peak","4703","Lodgepole Pine"
3111,349,14,212,20,3895,194,217,160,1075,"Rawah","7745","Spruce-Fir"
2694,119,12,120,21,1939,240,229,117,5272,"Rawah","7745","Lodgepole Pine"
3170,20,6,0,0,5315,216,227,148,2084,"Rawah","7202","Lodgepole Pine"
2968,171,17,430,52,4535,230,245,141,511,"Rawah","7745","Lodgepole Pine"
2984,183,19,1036,189,2703,222,249,152,1200,"Comanche Peak","4758","Lodgepole Pine"
3211,97,8,361,36,3565,234,228,127,4389,"Rawah","7745","Spruce-Fir"
2745,7,8,67,6,1095,210,224,151,2155,"Comanche Peak","4704","Lodgepole Pine"
3064,60,17,247,60,5613,231,203,100,4321,"Rawah","7745","Lodgepole Pine"
3063,299,6,469,81,2916,202,238,175,1068,"Comanche Peak","7202","Spruce-Fir"
2842,29,21,90,25,1572,207,188,109,2701,"Comanche Peak","7757","Lodgepole Pine"
3277,40,7,450,7,3612,221,224,139,1100,"Comanche Peak","7790","Spruce-Fir"
3236,71,11,0,0,1818,232,219,118,1731,"Neota","7202","Lodgepole Pine"
3151,262,7,30,3,5582,204,244,179,2190,"Rawah","7202","Lodgepole Pine"
3324,68,13,300,33,1798,233,214,111,3097,"Neota","8771","Spruce-Fir"
2778,62,10,42,-3,2438,229,219,122,3833,"Rawah","7202","Lodgepole Pine"
3217,356,18,469,24,2307,188,205,152,1262,"Comanche Peak","7756","Lodgepole Pine"
3250,72,18,541,82,3891,238,203,90,2170,"Rawah","8776","Spruce-Fir"
2962,50,11,443,-8,767,225,216,124,1773,"Comanche Peak","7756","Spruce-Fir"
2930,73,15,685,132,3141,236,211,103,642,"Comanche Peak","4703","Lodgepole Pine"
2568,298,14,270,80,360,181,235,193,850,"Cache la Poudre","4703","Lodgepole Pine"
2799,74,16,417,49,1784,237,208,98,1806,"Rawah","7745","Lodgepole Pine"
3073,20,7,42,7,1347,215,225,147,641,"Rawah","7201","Spruce-Fir"
3023,89,10,216,25,2966,235,224,120,1842,"Comanche Peak","7755","Lodgepole Pine"
2945,79,12,42,5,3777,236,218,112,2132,"Rawah","7745","Lodgepole Pine"
3067,5,8,242,35,1168,210,224,152,1412,"Neota","7202","Lodgepole Pine"
2980,30,8,218,-8,1557,218,223,141,1723,"Rawah","7201","Spruce-Fir"
2709,358,24,192,105,1233,176,189,145,769,"Comanche Peak","7757","Lodgepole Pine"
2497,52,8,212,6,994,225,222,131,4252,"Rawah","6731","Lodgepole Pine"
2971,124,12,218,53,2460,240,231,118,1771,"Comanche Peak","7756","Lodgepole Pine"
3236,146,26,390,138,3882,245,226,93,2750,"Comanche Peak","7757","Spruce-Fir"
2633,97,12,150,23,182,240,222,110,1611,"Rawah","7745","Lodgepole Pine"
2675,39,20,124,25,1892,217,192,103,990,"Comanche Peak","4703","Lodgepole Pine"
2936,222,23,0,0,1471,186,254,197,2574,"Comanche Peak","4758","Lodgepole Pine"
3136,24,17,216,60,1138,209,202,125,805,"Rawah","7201","Spruce-Fir"
3123,161,16,450,46,967,235,242,133,2230,"Rawah","7745","Spruce-Fir"
2901,312,15,240,30,2148,179,228,189,1381,"Comanche Peak","7755","Lodgepole Pine"
2998,48,12,313,-5,6235,224,214,121,3743,"Rawah","7700","Lodgepole Pine"
2919,0,14,210,-16,5440,199,214,151,3877,"Rawah","7745","Lodgepole Pine"
2619,335,14,30,10,2290,188,221,172,1300,"Comanche Peak","7102","Lodgepole Pine"
2985,336,6,201,3,90,206,231,164,1158,"Comanche Peak","7101","Spruce-Fir"
3157,276,2,242,13,5883,213,239,164,908,"Rawah","7745","Spruce-Fir"
3082,115,13,134,6,3501,242,227,113,443,"Comanche Peak","7757","Spruce-Fir"
2862,14,17,480,165,875,202,202,134,864,"Comanche Peak","7755","Lodgepole Pine"
3103,62,14,379,1,2026,231,211,110,2475,"Rawah","7745","Spruce-Fir"
3024,119,12,488,118,4243,241,229,117,4818,"Rawah","7745","Lodgepole Pine"
2938,16,11,716,140,3137,211,217,142,800,"Comanche Peak","4703","Lodgepole Pine"
3027,40,16,402,24,1892,220,203,113,1549,"Comanche Peak","7756","Lodgepole Pine"
3142,24,6,124,7,514,217,227,147,2423,"Neota","7202","Lodgepole Pine"
2874,217,24,330,93,1320,187,254,194,1613,"Comanche Peak","2705","Lodgepole Pine"
3024,342,15,153,54,2576,187,215,167,1722,"Comanche Peak","7757","Spruce-Fir"
3358,110,12,127,25,924,240,227,115,3871,"Neota","7756","Lodgepole Pine"
3319,141,6,658,-2,658,230,238,142,4457,"Neota","8771","Spruce-Fir"
3044,32,9,0,0,3068,218,221,138,1307,"Rawah","7202","Lodgepole Pine"
2911,60,14,67,-3,1804,230,209,108,1498,"Comanche Peak","7755","Spruce-Fir"
3132,27,4,162,3,2135,218,230,149,2605,"Rawah","7745","Spruce-Fir"
2886,356,16,499,180,2898,192,209,153,1752,"Rawah","7745","Lodgepole Pine"
2702,348,27,190,36,1230,160,185,157,1861,"Comanche Peak","7757","Lodgepole Pine"
2913,77,6,218,3,4025,228,228,134,5715,"Rawah","3502","Lodgepole Pine"
3137,119,5,306,27,5301,228,235,141,566,"Rawah","7745","Spruce-Fir"
2913,64,36,365,100,1020,226,145,21,751,"Comanche Peak","7757","Lodgepole Pine"
3152,118,19,300,43,3019,249,220,92,3245,"Rawah","7745","Spruce-Fir"
3229,97,22,342,0,1574,249,204,72,2483,"Rawah","7201","Spruce-Fir"
2669,159,14,180,19,934,234,242,136,1477,"Comanche Peak","2705","Lodgepole Pine"
2833,101,14,408,60,2342,243,220,103,2654,"Rawah","7746","Lodgepole Pine"
2723,99,16,0,0,990,244,217,97,1590,"Rawah","4744","Lodgepole Pine"
2873,63,10,323,97,2761,229,221,124,2701,"Rawah","4744","Lodgepole Pine"
2958,61,2,485,134,1304,221,234,149,2529,"Comanche Peak","7756","Lodgepole Pine"
3091,237,14,175,31,426,194,251,194,789,"Comanche Peak","7755","Lodgepole Pine"
2685,130,8,484,17,1071,234,236,134,2741,"Rawah","4744","Lodgepole Pine"
2950,293,14,685,237,458,179,236,197,1635,"Comanche Peak","2705","Lodgepole Pine"
2883,296,8,0,0,6194,197,238,180,4465,"Rawah","7745","Lodgepole Pine"
3431,317,33,30,17,3027,117,192,205,2067,"Rawah","8772","Spruce-Fir"
3091,53,7,175,8,1595,224,225,135,2197,"Rawah","7745","Lodgepole Pine"
3302,110,9,67,11,1584,236,230,126,3324,"Neota","7201","Lodgepole Pine"
2840,43,15,42,13,361,221,205,114,216,"Comanche Peak","7202","Lodgepole Pine"
3262,225,4,793,131,1895,214,243,166,2315,"Comanche Peak","7755","Spruce-Fir"
3150,270,10,175,30,5720,193,244,190,2731,"Rawah","7201","Lodgepole Pine"
2920,46,19,484,125,3075,222,194,99,983,"Comanche Peak","4703","Lodgepole Pine"
2932,36,8,283,39,4394,220,222,138,6196,"Rawah","4744","Lodgepole Pine"
3225,100,22,339,49,5422,250,203,70,2889,"Rawah","7745","Lodgepole Pine"
3102,147,16,120,17,4677,239,237,123,1240,"Rawah","7745","Spruce-Fir"
3264,276,2,272,29,4423,213,239,164,810,"Rawah","8772","Spruce-Fir"
2776,153,17,212,68,1530,238,239,124,2375,"Comanche Peak","4703","Lodgepole Pine"
3220,29,14,684,13,1772,214,208,127,2739,"Comanche Peak","7756","Spruce-Fir"
2952,208,4,0,0,4658,217,243,162,5538,"Rawah","7102","Spruce-Fir"
2991,225,13,150,29,5916,201,252,185,3758,"Rawah","7746","Lodgepole Pine"
2965,180,11,467,52,5555,224,247,154,3622,"Rawah","7745","Lodgepole Pine"
3016,13,4,95,-7,810,215,231,152,1570,"Neota","7202","Spruce-Fir"
3186,34,2,509,10,5152,219,235,153,2230,"Rawah","7101","Spruce-Fir"
2824,12,10,192,43,3732,210,219,146,5584,"Rawah","7745","Lodgepole Pine"
3073,156,14,95,13,6777,235,241,133,2791,"Rawah","7745","Lodgepole Pine"
3430,194,22,671,-36,3457,210,251,165,2551,"Rawah","8776","Spruce-Fir"
3127,32,3,779,73,1961,219,232,150,2592,"Comanche Peak","7756","Spruce-Fir"
3159,61,11,42,0,1020,229,217,120,693,"Comanche Peak","7202","Spruce-Fir"
2729,147,20,30,7,3329,243,233,109,1598,"Rawah","7745","Spruce-Fir"
3020,327,5,30,3,2998,208,234,165,488,"Rawah","7202","Spruce-Fir"
3027,207,15,458,60,4587,209,253,175,1521,"Rawah","7745","Lodgepole Pine"
2885,14,9,212,9,3610,212,222,147,3391,"Rawah","7202","Lodgepole Pine"
3137,336,20,342,-1,2264,173,209,173,443,"Comanche Peak","7757","Spruce-Fir"
2842,324,8,0,0,577,200,231,171,1638,"Comanche Peak","4758","Lodgepole Pine"
2894,335,8,240,39,3749,202,230,166,5466,"Rawah","7745","Lodgepole Pine"
2952,176,12,90,4,1616,226,246,150,1048,"Rawah","7745","Lodgepole Pine"
3189,158,10,0,0,5421,231,242,141,1050,"Rawah","7745","Spruce-Fir"
2755,70,13,569,38,703,233,214,111,2721,"Rawah","7745","Lodgepole Pine"
2783,26,6,212,24,2717,217,227,146,258,"Comanche Peak","4703","Spruce-Fir"
2819,359,24,430,195,1201,178,189,143,618,"Comanche Peak","7757","Lodgepole Pine"
2847,325,25,283,113,3334,150,204,189,1495,"Rawah","7745","Lodgepole Pine"
2573,157,17,60,15,1140,237,240,127,511,"Rawah","7746","Lodgepole Pine"
3169,120,9,361,29,511,236,232,127,2382,"Rawah","7201","Spruce-Fir"
2883,158,5,360,34,2888,226,241,149,2670,"Rawah","4744","Lodgepole Pine"
2779,229,5,295,24,1801,212,245,170,2738,"Rawah","4744","Lodgepole Pine"
3024,323,23,450,167,5933,156,210,190,4909,"Rawah","7700","Lodgepole Pine"
3266,183,22,190,27,3371,220,248,151,1231,"Comanche Peak","7756","Lodgepole Pine"
2941,280,10,120,30,5685,193,241,188,1099,"Rawah","7745","Lodgepole Pine"
2752,9,14,30,1,2920,203,211,144,2777,"Rawah","7745","Spruce-Fir"
3315,102,24,95,33,1937,251,201,64,2785,"Rawah","8772","Spruce-Fir"
3353,205,15,513,197,2476,210,253,174,899,"Comanche Peak","7756","Spruce-Fir"
3156,246,20,551,97,3353,175,251,210,1332,"Comanche Peak","4758","Spruce-Fir"
2642,36,4,60,9,849,219,230,148,1604,"Rawah","7102","Lodgepole Pine"
3159,347,25,698,26,1159,164,191,159,1666,"Comanche Peak","7700","Spruce-Fir"
2655,214,22,162,54,1964,194,254,188,1431,"Comanche Peak","2705","Lodgepole Pine"
2952,164,10,180,-17,1324,230,243,145,582,"Comanche Peak","7756","Lodgepole Pine"
2888,71,9,30,1,3158,231,222,124,2477,"Rawah","7745","Lodgepole Pine"
2923,121,3,182,14,4065,224,237,148,4218,"Rawah","7202","Lodgepole Pine"
3338,236,10,300,27,1008,202,249,184,1620,"Comanche Peak","7756","Spruce-Fir"
3251,281,12,150,33,947,185,241,195,1801,"Neota","7202","Spruce-Fir"
3317,266,18,811,47,3224,171,245,211,895,"Comanche Peak","8772","Spruce-Fir"
3243,205,16,446,109,658,209,253,175,4849,"Neota","7201","Lodgepole Pine"
3080,311,9,335,-40,1992,196,234,178,2032,"Comanche Peak","7756","Lodgepole Pine"
2290,8,5,30,-1,95,214,230,153,872,"Cache la Poudre","4703","Lodgepole Pine"
3051,262,19,30,14,2266,169,246,214,534,"Comanche Peak","7756","Lodgepole Pine"
2580,63,7,182,21,1024,227,225,132,1533,"Comanche Peak","2703","Lodgepole Pine"
2681,14,7,361,34,942,213,225,149,1900,"Rawah","7202","Lodgepole Pine"
3018,159,13,700,109,5983,233,242,137,5442,"Rawah","7745","Lodgepole Pine"
2844,55,21,95,40,108,228,190,85,1350,"Rawah","7745","Spruce-Fir"
2880,167,8,497,62,3573,227,243,149,3158,"Rawah","4744","Lodgepole Pine"
3051,320,12,404,79,503,190,229,179,524,"Neota","7202","Lodgepole Pine"
2762,100,12,60,-11,760,239,224,113,2165,"Rawah","7745","Spruce-Fir"
2649,157,23,339,108,598,239,236,115,2471,"Rawah","7746","Lodgepole Pine"
3025,213,10,270,41,3072,212,249,173,618,"Comanche Peak","7756","Lodgepole Pine"
2947,58,11,268,38,3538,228,218,122,2177,"Rawah","4744","Lodgepole Pine"
3004,319,10,0,0,837,194,231,177,1333,"Neota","7201","Lodgepole Pine"
3001,207,22,120,2,2230,199,254,181,1824,"Comanche Peak","7202","Lodgepole Pine"
2985,90,3,510,118,5725,224,234,146,4264,"Rawah","7745","Lodgepole Pine"
2936,68,5,300,40,4412,225,230,139,6208,"Rawah","4744","Lodgepole Pine"
3071,344,6,30,4,1950,208,230,161,1262,"Comanche Peak","7201","Spruce-Fir"
2905,314,22,362,156,3711,158,217,198,1107,"Rawah","7745","Lodgepole Pine"
3126,90,9,402,23,3404,235,225,121,4713,"Rawah","7745","Lodgepole Pine"
2666,114,17,240,-1,751,247,221,97,1777,"Rawah","7746","Lodgepole Pine"
3096,52,3,150,0,4133,221,233,149,1348,"Rawah","7201","Spruce-Fir"
2929,123,13,247,20,4676,241,230,116,1902,"Rawah","7745","Lodgepole Pine"
3022,0,13,30,7,1127,200,215,152,2737,"Comanche Peak","7201","Spruce-Fir"
3185,335,13,153,3,4375,189,221,171,2992,"Rawah","7202","Spruce-Fir"
3037,68,10,108,14,2074,231,220,121,1645,"Comanche Peak","7756","Lodgepole Pine"
2942,36,10,658,65,679,219,218,133,1115,"Comanche Peak","7700","Spruce-Fir"
2913,236,9,182,7,5337,205,248,181,4938,"Rawah","7202","Lodgepole Pine"
2561,43,8,175,23,966,222,222,135,2133,"Comanche Peak","4704","Lodgepole Pine"
3052,83,18,150,15,2462,242,206,88,3079,"Comanche Peak","7756","Lodgepole Pine"
3226,11,19,469,75,3097,197,199,135,837,"Comanche Peak","7700","Spruce-Fir"
2983,285,15,85,10,1694,176,239,202,1501,"Rawah","7745","Lodgepole Pine"
2451,308,16,30,11,201,176,229,193,127,"Cache la Poudre","4703","Lodgepole Pine"
2957,62,5,212,-2,1221,224,230,142,2044,"Rawah","7202","Lodgepole Pine"
2799,34,9,450,99,2290,219,221,137,2413,"Rawah","7745","Lodgepole Pine"
3145,147,7,42,2,4577,229,239,143,1092,"Rawah","7202","Spruce-Fir"
3267,119,19,60,-16,1262,249,220,91,1345,"Rawah","8703","Spruce-Fir"
2891,63,22,212,86,228,233,189,77,485,"Rawah","7745","Spruce-Fir"
3230,232,24,743,147,3601,174,253,208,2109,"Comanche Peak","7755","Spruce-Fir"
3120,141,10,212,-12,1050,236,237,131,1782,"Rawah","7201","Spruce-Fir"
2879,20,28,335,74,649,188,170,105,842,"Comanche Peak","7757","Spruce-Fir"
2927,356,22,218,84,1706,179,195,149,2681,"Comanche Peak","7757","Lodgepole Pine"
3139,189,24,120,38,2885,213,249,157,1107,"Comanche Peak","7757","Spruce-Fir"
2923,306,15,395,23,2731,177,230,193,1390,"Comanche Peak","7700","Lodgepole Pine"
3052,109,11,537,64,1120,239,228,119,1932,"Comanche Peak","7202","Lodgepole Pine"
3135,0,1,175,4,2746,217,236,156,981,"Rawah","7202","Lodgepole Pine"
3178,317,24,255,76,1124,150,211,197,2071,"Rawah","7745","Spruce-Fir"
2836,290,17,234,74,2422,169,235,205,1103,"Comanche Peak","7700","Lodgepole Pine"
2478,77,27,108,46,751,242,180,50,782,"Comanche Peak","4703","Lodgepole Pine"
3188,103,9,541,46,4578,235,229,125,2213,"Rawah","7745","Lodgepole Pine"
3213,156,6,671,29,1148,227,241,148,2138,"Comanche Peak","7756","Lodgepole Pine"
3083,308,14,120,22,4682,180,230,190,2376,"Rawah","7745","Spruce-Fir"
3143,310,19,361,65,295,164,223,198,1315,"Neota","7201","Spruce-Fir"
2722,135,1,540,105,1036,220,238,154,816,"Rawah","4744","Lodgepole Pine"
3276,259,11,362,86,930,194,246,191,484,"Comanche Peak","7756","Spruce-Fir"
2862,85,12,300,102,1533,237,220,112,1565,"Comanche Peak","7757","Lodgepole Pine"
2689,17,15,258,12,2700,207,208,135,2431,"Comanche Peak","4703","Lodgepole Pine"
2840,54,16,451,106,240,228,204,105,953,"Comanche Peak","4704","Lodgepole Pine"
2663,29,11,30,-2,1249,216,216,134,1784,"Comanche Peak","7757","Lodgepole Pine"
2797,282,18,0,0,2552,169,238,208,1706,"Comanche Peak","7202","Spruce-Fir"
3175,358,6,30,2,1758,210,228,156,418,"Rawah","7202","Spruce-Fir"
3281,326,29,175,49,751,137,194,190,1315,"Neota","7757","Spruce-Fir"
3025,131,25,175,43,824,251,217,78,2799,"Comanche Peak","7757","Spruce-Fir"
2708,353,17,124,33,2126,189,208,156,1989,"Rawah","7745","Lodgepole Pine"
3057,242,11,706,58,5653,198,249,189,3395,"Rawah","7745","Lodgepole Pine"
2613,161,16,30,-10,3284,234,242,134,2563,"Comanche Peak","7102","Spruce-Fir"
3188,5,8,153,13,4293,210,224,152,3061,"Rawah","7202","Spruce-Fir"
3166,354,13,342,29,1944,197,216,156,735,"Comanche Peak","7202","Spruce-Fir"
3172,19,10,524,79,2728,213,219,142,3670,"Rawah","7746","Spruce-Fir"
3033,272,24,457,222,1565,151,239,224,365,"Comanche Peak","4758","Lodgepole Pine"
2569,53,12,67,0,900,227,215,120,216,"Rawah","7745","Lodgepole Pine"
3189,352,10,666,16,1907,203,223,158,469,"Comanche Peak","7756","Spruce-Fir"
2929,273,12,323,33,5461,188,243,195,5475,"Rawah","7202","Lodgepole Pine"
2951,37,20,295,81,1852,215,191,104,3009,"Comanche Peak","7756","Lodgepole Pine"
2733,36,15,30,12,1127,218,207,121,2293,"Comanche Peak","7102","Lodgepole Pine"
2902,310,16,430,26,2639,175,228,192,1273,"Comanche Peak","7700","Lodgepole Pine"
3363,336,9,384,109,1082,201,229,167,808,"Rawah","8772","Spruce-Fir"
3200,229,17,685,98,3387,192,253,195,1165,"Comanche Peak","4758","Spruce-Fir"
2837,66,9,201,23,3655,229,221,124,6341,"Rawah","7102","Lodgepole Pine"
2908,201,18,67,15,2594,209,253,172,750,"Comanche Peak","4758","Spruce-Fir"
3061,87,24,42,14,612,247,192,59,1489,"Rawah","7746","Spruce-Fir"
3162,156,19,433,11,1936,238,239,123,1999,"Comanche Peak","7757","Spruce-Fir"
3293,154,19,120,-28,636,239,237,120,3909,"Neota","7701","Lodgepole Pine"
2956,33,13,309,33,1510,217,210,126,626,"Comanche Peak","7756","Spruce-Fir"
2922,55,6,108,16,4832,224,227,139,4163,"Rawah","6101","Spruce-Fir"
2515,270,8,240,32,330,199,243,183,295,"Cache la Poudre","2717","Lodgepole Pine"
2940,330,10,134,23,3796,195,228,172,4782,"Rawah","4744","Lodgepole Pine"
2981,178,16,446,59,4548,226,247,149,540,"Rawah","7745","Lodgepole Pine"
2932,37,10,558,42,4633,220,218,132,5380,"Rawah","4744","Lodgepole Pine"
3111,352,7,301,30,1136,208,229,158,2666,"Comanche Peak","7756","Spruce-Fir"
2968,344,6,390,23,4432,208,230,161,5645,"Rawah","4744","Lodgepole Pine"
2900,101,4,295,7,5618,226,234,144,6252,"Rawah","6101","Spruce-Fir"
2893,45,7,376,36,4134,222,225,138,5790,"Rawah","4744","Lodgepole Pine"
3070,32,9,60,3,6837,218,221,139,2833,"Rawah","7745","Lodgepole Pine"
3162,227,13,60,3,2124,202,252,185,607,"Comanche Peak","7755","Spruce-Fir"
2537,2,8,247,11,626,209,225,154,1116,"Cache la Poudre","2717","Lodgepole Pine"
3027,353,16,924,150,942,190,210,156,1398,"Comanche Peak","7700","Spruce-Fir"
3045,293,16,301,8,3231,174,235,201,1650,"Comanche Peak","7700","Spruce-Fir"
3431,225,9,811,163,3602,208,249,177,360,"Comanche Peak","8771","Spruce-Fir"
3331,195,24,339,116,914,207,251,166,902,"Rawah","7201","Spruce-Fir"
2838,350,16,283,17,1860,190,212,159,1517,"Comanche Peak","7755","Lodgepole Pine"
2821,82,10,437,91,2671,235,222,118,1964,"Comanche Peak","7756","Lodgepole Pine"
3069,116,20,552,130,1329,250,217,86,2242,"Comanche Peak","7757","Lodgepole Pine"
2766,118,16,127,36,2940,246,224,103,2652,"Rawah","4744","Lodgepole Pine"
3030,20,15,0,0,4879,208,207,133,301,"Rawah","7746","Spruce-Fir"
3071,54,8,42,2,5332,225,223,131,2742,"Rawah","7202","Spruce-Fir"
2920,45,6,255,54,1790,222,226,139,2525,"Comanche Peak","7756","Lodgepole Pine"
3322,306,7,182,24,1471,201,236,174,1708,"Comanche Peak","7756","Spruce-Fir"
2859,76,6,466,86,1998,228,229,136,2932,"Rawah","7746","Lodgepole Pine"
3170,151,20,297,77,234,240,236,116,2992,"Neota","7701","Spruce-Fir"
3086,264,11,216,53,1528,193,245,191,1296,"Comanche Peak","7202","Spruce-Fir"
3019,84,11,720,223,1243,235,222,117,1022,"Rawah","7202","Lodgepole Pine"
3220,296,11,488,45,524,188,237,188,977,"Comanche Peak","7756","Lodgepole Pine"
3034,97,18,127,30,4061,246,211,88,4025,"Rawah","7745","Lodgepole Pine"
3044,79,11,443,28,3640,234,220,117,4860,"Rawah","7745","Lodgepole Pine"
2796,321,18,60,23,570,171,219,187,981,"Comanche Peak","7202","Spruce-Fir"
